stress_level,burnout_level
33.91,Low
56.52,Medium
21.94,Low
79.62,
38.73,Medium
67.7,Medium
19.99,Low
83.26,High
34.24,Low
53.84,Medium
27.57,Low
92.45,High
84.69,High
9.22,Low
79.57,High
62.94,Medium
1.04,Low
66.61,Medium
44.68,Medium
51.93,Medium
58.81,Medium
77.02,High
38.16,Medium
,Medium
50.48,Medium
74.98,High
96.57,High
22.12,Low
66.52,Medium
21.93,Low
28.86,Low
56.39,Medium
49.9,Medium
34.97,Low
15.25,Low
46.07,Medium
72.67,High
39.56,Medium
59.24,Medium
21.45,Low
46.47,Medium
43.14,Medium
44.07,Medium
44.09,Medium
51.46,Medium
42.15,Medium
15.17,Low
72.05,High
33.83,Low
15.41,Low
64.7,Medium
52.8,Medium
62.97,Medium
62.06,Medium
34.49,Low
48.3,Medium
42.64,Medium
78.69,High
79.54,High
80.64,High
36.14,Medium
25.21,Low
68.75,Medium
28.43,Low
55.52,Medium
46.32,Medium
55.13,Medium
35.97,Medium
49.07,Medium
56.82,Medium
85.56,High
72.87,High
44.86,Medium
66.97,Medium
67.77,Medium
42.99,Medium
72.38,High
37.09,Medium
96.37,High
19.67,Low
33.25,Low
26.86,Low
50.62,Medium
35.26,Medium
87.88,High
61.14,Medium
68.8,Medium
54.2,Medium
28.02,Low
43.46,Medium
64.57,Medium
53.02,Medium
89.9,High
23.95,Low
57.61,Medium
33.78,Low
65.31,Medium
65.46,Medium
17.21,Low
86.22,High
100,High
68.97,Medium
83.79,High
38.44,Medium
51.69,Medium
61.97,Medium
57.19,Medium
15.4,Low
42.54,Medium
49.9,Medium
100,High
31,Low
57.5,Medium
58.55,Medium
84.92,High
0,Low
47.62,Medium
68.66,Medium
27.58,Low
66.02,Medium
66.2,Medium
31.99,Low
,Medium
12.51,Low
92.33,High
49.48,Medium
0,Low
29.91,Low
32.29,Low
72.37,High
40.25,Medium
85.5,High
29.61,Low
53.03,Medium
32.79,Low
45.98,Medium
46.65,Medium
69.91,Medium
66.77,Medium
82.59,High
33.49,Low
66.89,Medium
74.77,High
53.54,Medium
33.17,Low
48.67,Medium
38.59,Medium
46.13,Medium
22.68,Low
57.76,Medium
76.2,High
60.03,Medium
100,High
86.32,High
39.03,Medium
62.76,Medium
72.88,High
60.8,Medium
24.11,Low
26.95,Low
61.69,Medium
6.79,Low
34.4,Low
48.67,Medium
90.48,High
43.06,Medium
93.14,High
68.7,Medium
45.63,Medium
19.06,Low
50.1,Medium
63.44,Medium
57.59,Medium
38.21,Medium
54.74,Medium
85.66,High
21.51,Low
53.43,Medium
58.28,Medium
65.81,Medium
29.76,Low
84.55,High
66.74,Medium
64.54,Medium
8.53,Low
80.35,High
89.95,High
72.73,High
71.44,High
0,Low
63.61,Medium
60.86,Medium
64.88,Medium
,High
,Medium
68.48,Medium
50.45,Medium
26.97,Low
36.29,Medium
65.18,Medium
68.92,Medium
93.78,High
55.58,Medium
76.24,High
57.55,Medium
37.39,Medium
88.43,High
72.74,High
19.83,Low
69.76,Medium
49.63,Medium
33.51,Low
91.77,High
46.65,Medium
36.81,Medium
16.15,Low
44.05,Medium
50.93,Medium
68.67,Medium
26.12,
68.62,Medium
53.97,Medium
18.82,Low
8.64,Low
19.05,Low
17.85,Low
70.24,High
68.58,Medium
34.66,Low
67.16,Medium
27.43,Low
71.76,High
,Medium
33.31,Low
,High
32,Low
89.27,High
83.03,High
89.58,High
75.64,High
39.95,Medium
91.13,High
83.75,High
44.92,Medium
13.48,Low
98.96,High
,Medium
5.51,Low
43.72,Medium
69.75,Medium
,Medium
37.52,Medium
87.93,High
70.46,High
43.22,Medium
61.77,Medium
84.17,High
33.76,Low
33.52,Low
75.96,High
68.95,Medium
52.31,Medium
64.12,Medium
91.88,High
,High
75.72,High
37.66,Medium
47.62,Medium
100,High
10.04,Low
67.55,Medium
87.11,High
75.73,High
58.42,Medium
59.58,Medium
75.56,High
68.76,
54.04,Medium
63.85,Medium
94.46,High
92.64,High
37.75,Medium
,Low
48.92,Medium
26.78,Low
60.15,Medium
78.96,High
23.44,Low
8.71,Low
100,High
60.12,Medium
55.84,Medium
96.59,High
11.25,Low
47.68,Medium
70.96,High
56.94,Medium
30.24,Low
100,High
96.43,High
19.24,Low
71,High
65.73,Medium
34.93,
33.91,Low
46.93,Medium
23.02,Low
38.25,Medium
34.83,Low
100,High
51.72,Medium
67.99,Medium
,Medium
62.91,Medium
93.6,High
92.12,High
49.45,Medium
72.73,High
70.97,High
62.07,Medium
80.8,High
0,Low
49.9,Medium
20.46,Low
67.04,Medium
75.94,High
93.68,High
55.16,Medium
40.51,Medium
28.23,Low
66.35,Medium
47.91,Medium
31.79,Low
55.59,Medium
48.42,Medium
59.38,Medium
31.29,Low
97.38,High
58.93,Medium
70.21,High
11.34,Low
65.9,Medium
,Medium
23.13,Low
72.92,High
41.66,Medium
87.45,High
46.54,Medium
47.97,Medium
80.61,High
45.95,Medium
34.31,Low
67.77,Medium
69.23,Medium
21.84,Low
44.93,Medium
47.51,Medium
52.64,Medium
53.3,Medium
35.96,Medium
59.59,Medium
15.27,Low
83.76,High
23.64,Low
47.22,Medium
47.37,Medium
42.81,Medium
51.67,Medium
38.96,Medium
100,High
57.84,Medium
48.5,Medium
27.31,Low
67.44,Medium
79.61,High
76.29,High
78.89,High
16.22,Low
16.12,Low
40.91,Medium
85.44,High
67.68,Medium
100,High
68.12,Medium
61.82,Medium
62.92,Medium
34.91,Low
31.55,Low
51.01,Medium
73.27,High
43.13,Medium
79.2,High
63.91,Medium
35.3,Medium
95.08,High
16.03,Low
100,High
,Low
55.11,Medium
28.74,Low
38.81,Medium
44.43,Medium
42.22,Medium
75.77,High
36.7,Medium
50.76,Medium
72.51,High
47.53,Medium
57.49,Medium
26.39,Low
30.25,Low
35.33,Medium
57.42,Medium
69.97,Medium
67.47,Medium
48.85,Medium
31.7,Low
42.71,Medium
62.92,Medium
72.27,High
75.52,High
12.68,Low
,Medium
29.55,Low
65.58,Medium
,Medium
80.02,High
,Medium
95.16,High
73.48,High
12.14,Low
17.47,Low
65.78,Medium
95.04,High
84.92,High
72.9,High
36.6,Medium
84.04,High
7.13,Low
92.6,High
0,Low
39.16,Medium
60.7,Medium
68.27,Medium
64.01,Medium
44,Medium
74.27,High
95.29,High
27.02,Low
71.07,High
3.11,Low
18.16,Low
91.71,High
23.58,Low
55.33,Medium
67.94,Medium
61.13,Medium
52.72,Medium
72.49,High
33.92,Low
,Medium
61.3,Medium
68.76,Medium
32.79,Low
90.67,High
56.77,Medium
79.37,High
35.02,Medium
59.96,Medium
45.99,Medium
47.75,Medium
78.78,High
53.85,Medium
56.26,Medium
51.62,Medium
92.6,High
37.71,Medium
22.21,Low
60.47,Medium
85.25,High
53.75,Medium
44.21,Medium
49.56,Medium
58.23,Medium
45.35,Medium
28.68,Low
29.36,Low
25.75,Low
11.29,Low
72.04,High
68.48,Medium
74.2,High
34.9,Low
27.55,Low
41.37,Medium
81.12,High
48.66,Medium
48.48,Medium
35.06,Medium
45.98,Medium
96.67,High
71.52,High
68,Medium
60.19,Medium
9.02,Low
29.63,Low
16.07,Low
56.64,
22.47,Low
41.69,
37.89,Medium
79.31,High
56.18,Medium
47.17,
15.42,Low
55.03,Medium
94.95,High
34.33,Low
68.21,Medium
76.78,High
92.4,High
30.61,Low
60.22,Medium
75.71,High
30.8,Low
48.2,Medium
42.3,Medium
73.95,High
21.95,Low
48.89,Medium
56.76,Medium
18.54,Low
48.6,Medium
74.54,High
21.35,Low
55.01,Medium
60.08,Medium
63.94,Medium
45.96,Medium
23.04,Low
65.85,Medium
50.57,Medium
51.33,Medium
66.17,Medium
47.31,Medium
48.6,Medium
51.97,Medium
100,High
22.14,Low
61.94,Medium
68.02,Medium
21.12,Low
65.52,Medium
41.2,Medium
34.14,Low
46.4,Medium
36.29,Medium
22.27,Low
57.09,Medium
20.08,
69.54,Medium
60.43,Medium
87.38,High
58.19,Medium
3.34,Low
85.07,High
22.88,Low
36.38,Medium
43.68,Medium
0,Low
2.42,Low
43.94,Medium
53.15,Medium
64.31,Medium
71.14,High
50.73,Medium
52.75,Medium
72.46,High
34.71,Low
100,High
23.53,Low
31.13,Low
40.49,Medium
57.03,Medium
17.34,Low
44.67,Medium
67.28,
32.75,Low
75.17,High
26.06,Low
69.21,Medium
70.68,High
48.86,Medium
,Low
35.53,Medium
41.4,Medium
100,High
63.07,Medium
15.39,Low
61.51,Medium
22.68,
47.16,Medium
40.13,Medium
100,High
32.09,Low
66.3,Medium
77.77,High
32.55,Low
43.33,Medium
22.64,Low
58.95,Medium
11.7,Low
82.37,High
81.36,High
50.57,Medium
12.83,Low
73.94,High
46.05,Medium
90.52,High
40.88,Medium
59.7,Medium
75.79,High
55.5,Medium
57.68,Medium
60.21,Medium
36.93,Medium
42.06,Medium
50.63,Medium
82.93,High
51.74,Medium
68.18,
74.06,High
87.12,High
51.26,Medium
12.2,Low
46.93,Medium
24.7,Low
100,High
76.43,High
51.77,Medium
90.19,High
52.97,Medium
81.53,High
46.72,Medium
52.7,Medium
49.1,Medium
91.54,High
63,Medium
43.89,Medium
65.97,Medium
20.47,Low
58.3,Medium
54.23,Medium
50.12,Medium
59.12,Medium
27.91,Low
65.11,Medium
85.69,High
30.68,Low
67.98,Medium
,
77.18,High
60.11,Medium
61.62,Medium
78.92,High
35.39,Medium
47.55,Medium
44.02,Medium
66.43,
64.05,Medium
59.98,Medium
86.67,High
30.81,Low
97.94,High
97.33,High
51.98,Medium
50.26,Medium
100,High
72.19,High
51.34,Medium
73.42,High
70.59,High
64.48,Medium
76.82,High
25.79,Low
47,Medium
57.93,Medium
42.66,Medium
76.24,High
,High
16.83,Low
70.63,High
33.26,Low
57.58,Medium
59.9,Medium
49.8,Medium
62.58,Medium
76.2,High
29.39,Low
53.24,Medium
83.31,High
53.96,Medium
73.57,High
85.48,High
71.45,High
73.47,High
58.38,Medium
89.28,High
80.15,High
73.34,High
76.27,High
53,Medium
34.68,Low
66.68,Medium
74.78,High
21.1,Low
70.29,High
75.48,High
0,Low
40.14,Medium
65.47,Medium
36.68,Medium
32.4,Low
86.07,High
61.51,Medium
61.19,Medium
76.72,High
95.54,High
72.84,High
52.85,Medium
62.71,Medium
67.28,Medium
67.28,Medium
37.33,
25.53,Low
43.13,Medium
35.97,Medium
15.1,Low
68.02,Medium
25.53,Low
54.83,Medium
19.49,Low
78.96,High
22.82,Low
90.82,High
44.41,Medium
53.95,Medium
46.32,Medium
45.92,Medium
49.06,Medium
39.52,Medium
59.21,Medium
49.62,Medium
57.9,Medium
93.19,High
59.54,Medium
,High
25.39,Low
98.49,High
26.62,Low
46.39,Medium
27.66,Low
50.96,Medium
41.8,Medium
82.55,High
52.07,Medium
82.29,High
47.45,Medium
66.69,Medium
64.89,Medium
47.16,Medium
53.58,Medium
25.65,Low
56.67,Medium
54.9,Medium
35.8,Medium
53.18,Medium
55.61,Medium
58.73,Medium
81.75,High
40.41,Medium
72.06,High
49.11,Medium
42.94,Medium
63.21,Medium
23.66,Low
80.52,High
73.81,High
58.77,Medium
56.8,
45.39,Medium
0,Low
48.65,Medium
54.23,Medium
100,High
55.31,Medium
77.18,High
100,High
37.99,Medium
54.81,Medium
43.82,Medium
14.43,Low
72.11,High
13.28,Low
54.99,Medium
29.02,Low
34.69,Low
76.39,High
81.84,High
65.34,Medium
65.16,Medium
22.63,Low
76.24,High
66.62,Medium
65.86,Medium
82.06,High
50.48,Medium
31.27,Low
19.42,Low
76.39,High
19.38,Low
58.91,Medium
54.58,Medium
31.23,Low
26.23,Low
31.17,Low
36.36,Medium
88.91,High
17.36,Low
66.25,Medium
62.09,Medium
51.31,Medium
33.7,Low
0,Low
87.5,High
86.65,High
61.35,Medium
57.64,Medium
10.3,Low
82.33,High
58.22,Medium
81.11,High
59.3,Medium
85.52,
54.76,Medium
100,High
48.18,Medium
64.38,Medium
72.38,High
41.12,Medium
73.64,High
67.89,Medium
5.11,Low
36.75,Medium
0,Low
12.23,Low
75.54,High
6.48,Low
51.07,Medium
53.5,Medium
68.5,Medium
31.85,Low
52.41,Medium
63.15,Medium
93.63,High
96,High
90.81,High
63.99,Medium
57.91,Medium
43.79,Medium
80.5,
79.48,High
76.93,High
75.38,High
93.83,High
66.09,Medium
65.3,Medium
34.89,Low
51.61,Medium
41.29,Medium
63.16,Medium
78.13,High
41.41,Medium
85.42,High
20.02,Low
31.71,Low
90.42,High
75.24,High
60.92,Medium
66.07,Medium
63.43,Medium
84.62,High
55.83,Medium
42.03,Medium
31.29,Low
59.94,Medium
52.81,Medium
73.45,High
,Medium
57.73,Medium
100,High
88.46,High
39.01,Medium
92.47,High
72.91,High
91.14,High
23.81,Low
38.25,Medium
65.2,Medium
,Low
71.69,High
40.46,Medium
69.95,Medium
58.82,Medium
55.75,Medium
42.16,Medium
70.73,High
44.04,Medium
49.04,Medium
28.07,Low
40.16,Medium
47.37,Medium
50.42,Medium
65.39,Medium
71.32,High
50.02,Medium
78.98,High
52.45,
21.98,Low
65.82,Medium
70.81,High
45.44,Medium
25.29,Low
32.36,Low
85.03,High
71.48,High
51.09,Medium
67,Medium
84.09,High
42.8,Medium
68.74,Medium
26.61,Low
0,Low
25.84,Low
75.85,High
54.76,Medium
81.56,High
72.33,High
49.02,Medium
33.3,Low
63.71,Medium
75.6,High
48.31,Medium
63.07,Medium
19.57,Low
44.63,Medium
45.1,Medium
9.71,Low
49.71,Medium
83.95,High
69.15,Medium
74.31,High
84.78,High
,Medium
46.94,Medium
28.76,Low
,Low
72.15,High
85.13,High
36.95,Medium
59.33,Medium
0.72,Low
37.12,Medium
61.67,Medium
34.66,Low
66.97,Medium
77.85,High
80.45,High
40.39,Medium
,High
58.17,Medium
20.65,Low
78.87,High
37.1,Medium
30,Low
56.11,Medium
69.91,Medium
58.53,Medium
17.81,Low
17.49,Low
35.32,Medium
55.45,Medium
31.29,Low
53.13,Medium
70.04,High
36.55,Medium
72.15,High
79.85,High
15.79,Low
81.2,High
,
64.31,Medium
40.98,Medium
43.25,Medium
75.6,High
76.04,High
83.17,High
22.34,Low
50.8,Medium
81.65,High
92.68,High
50.32,Medium
80.46,High
35.13,Medium
73.07,High
32.78,Low
66.53,Medium
77.85,High
24.37,Low
36.88,Medium
51.54,Medium
79.51,High
68.13,Medium
15.35,Low
74.92,High
58.93,Medium
70.76,High
60.93,Medium
46,Medium
91.22,High
83.15,High
73.21,High
68.76,Medium
61.28,Medium
60.33,Medium
19.84,Low
46.45,Medium
43.73,Medium
25.21,Low
31.2,Low
64.24,Medium
64.37,Medium
55.41,Medium
51.31,Medium
45.78,
,High
27.63,Low
86.23,High
45.94,Medium
26.58,Low
20.85,Low
55.38,Medium
69.89,Medium
41.4,Medium
,Medium
79.22,High
22.14,Low
84.89,
70.8,High
39.61,Medium
88.24,High
55.6,Medium
42.01,Medium
97.92,High
63.59,Medium
54.74,Medium
95.09,High
100,
64.81,Medium
13.16,
14.24,Low
43.31,Medium
19.22,Low
78.46,High
57.7,Medium
36.66,Medium
46.21,Medium
48.19,Medium
57.38,Medium
29.84,Low
31.14,Low
,Medium
66.57,Medium
23.13,Low
26.37,Low
57.87,Medium
78.46,High
99.44,High
80.9,High
17.17,Low
100,High
31.03,Low
28.97,Low
59.18,Medium
59.3,Medium
40.1,Medium
22.86,Low
55.89,Medium
1.82,Low
53.87,Medium
62.13,Medium
68.04,Medium
60.12,Medium
,High
42.51,Medium
63.46,Medium
45.01,Medium
63.49,Medium
53.22,Medium
28.44,Low
36.05,Medium
61.19,Medium
78.25,High
27.89,Low
12.36,Low
21.3,Low
100,High
74.36,High
21.16,Low
41.13,
60.66,
31.34,Low
60.6,Medium
67.61,Medium
87.37,High
45.37,Medium
,Low
46.65,Medium
14.05,Low
25.23,Low
56.42,Medium
10.76,Low
28.89,Low
51.81,Medium
50.02,Medium
78.26,High
11.8,Low
57.65,Medium
58.8,Medium
100,High
68.4,Medium
60.74,Medium
32.02,Low
100,High
9.93,Low
59.29,Medium
27.73,Low
54.31,Medium
81.76,High
96.05,High
16.15,Low
77.32,High
45.76,Medium
76.3,High
72.07,High
94.69,High
48.48,Medium
77.54,High
46.96,Medium
24.87,Low
72.41,High
58.2,Medium
70.24,High
73.7,High
94.16,High
100,High
43.39,Medium
67.54,Medium
71.39,High
26.77,Low
78.98,High
,High
71.69,High
41.63,Medium
,Low
25.94,Low
71.84,High
43.12,Medium
26.82,Low
19.34,Low
87.49,High
33.94,Low
50.72,Medium
79.15,High
48.66,Medium
32.11,Low
100,High
35.09,Medium
19.29,Low
48.6,Medium
70.28,High
67.44,Medium
70.11,High
44.45,Medium
16.65,Low
37.47,Medium
73.28,High
52.55,Medium
66.38,Medium
44.48,Medium
87.43,High
49.91,Medium
59.62,Medium
34.32,Low
61.28,Medium
56.73,Medium
11.76,Low
43.06,Medium
52.17,Medium
65.61,Medium
70.25,High
52.8,Medium
34.58,Low
37.17,Medium
62.96,Medium
,Low
45.46,Medium
100,High
65.09,Medium
88.33,High
44.54,Medium
35.39,Medium
100,High
56.94,Medium
60.39,Medium
28.19,Low
76.77,High
79.82,High
46.2,Medium
54.54,Medium
86.76,High
69.71,Medium
44.3,Medium
56.73,Medium
82.21,High
29,Low
46.82,Medium
46.25,Medium
47.89,Medium
35.75,Medium
68.45,Medium
33.58,Low
34.22,Low
47.93,Medium
78.38,High
21.69,Low
57.66,Medium
54.31,Medium
,High
35.87,Medium
52.87,Medium
60.51,Medium
66.65,
71.19,High
33.25,Low
48.76,Medium
31.55,Low
37.79,Medium
78.71,High
65.12,Medium
58.22,Medium
33.32,Low
36.42,Medium
29.05,Low
49.49,Medium
19.46,Low
5.19,Low
72.45,High
56.64,Medium
19.83,Low
37.6,Medium
28.97,Low
35.02,Medium
49.7,Medium
40.3,Medium
9.62,Low
74.38,High
47.2,Medium
45.17,Medium
35.06,Medium
73.34,High
15.81,Low
91.63,High
75.1,High
60.39,Medium
18.23,Low
59.41,Medium
75.33,High
43.86,Medium
44.19,Medium
45.33,Medium
97.56,High
98,High
74.68,High
39.56,Medium
74.26,High
36.94,Medium
47.34,Medium
35.74,Medium
35.95,Medium
71.17,High
29.75,Low
71.23,High
43.06,
21.23,Low
43.78,Medium
59.54,Medium
55.31,Medium
87,High
37.03,Medium
89.04,High
60.85,Medium
58.51,Medium
82.93,High
59.31,Medium
68.23,Medium
27.84,Low
53.22,Medium
51.75,Medium
65.55,Medium
39.1,Medium
27.34,Low
25.4,Low
58.87,Medium
54.22,
70.82,High
83.21,High
38.05,Medium
42.94,Medium
27.67,Low
25.66,Low
56.54,Medium
82.9,High
62.56,Medium
40.76,Medium
95.77,High
35.11,Medium
,Low
35.77,Medium
21.51,Low
55.04,Medium
,Medium
30.84,Low
40.43,Medium
62.43,Medium
37.45,Medium
65.73,Medium
75.9,High
69.32,Medium
69.11,Medium
65.32,
22.04,Low
8.96,Low
40.56,Medium
18.63,Low
0,Low
33.81,Low
,Medium
56.18,Medium
,Low
78.87,High
14.12,Low
75.88,High
9.7,Low
48.11,Medium
31.17,Low
39.69,Medium
51.7,Medium
46.35,Medium
46.46,Medium
41.64,Medium
68.09,Medium
59.61,Medium
70.31,High
24.29,Low
84.44,High
100,High
49.24,Medium
16.43,Low
,High
31.84,Low
60.26,Medium
58.91,Medium
100,High
42.31,Medium
38.78,Medium
72.07,High
89.05,High
55.28,Medium
83.33,High
66.81,Medium
61.48,Medium
93.06,High
100,High
72.54,High
31.25,Low
61.5,Medium
,Medium
38.25,Medium
77.16,High
32.27,Low
55.95,Medium
28.67,Low
20.56,Low
61.39,Medium
33.64,Low
34.35,Low
70.4,High
53.5,Medium
44.97,Medium
58.77,
47.45,Medium
24.05,Low
55.62,Medium
11.92,Low
52.17,Medium
62.77,Medium
72.91,High
47.04,Medium
33.93,Low
53.58,Medium
100,High
56.16,Medium
41.08,Medium
38.57,Medium
21.53,
62.03,Medium
39.18,Medium
55.69,Medium
53.17,Medium
18.73,Low
49.31,Medium
57.01,Medium
42.72,Medium
67.73,Medium
75.23,High
16.09,Low
67.67,Medium
55.34,Medium
33.06,Low
94.5,High
44.31,Medium
15.64,Low
81.36,High
52.3,Medium
72.56,High
79.67,
11.5,Low
100,High
53.8,Medium
23.7,Low
28.7,Low
77.44,High
55.05,Medium
68.4,Medium
34.1,Low
72.21,High
42.09,Medium
86.56,High
82.21,High
68.92,Medium
66.8,Medium
6.11,Low
60.6,Medium
14.63,Low
61.25,Medium
29.14,Low
71.17,High
25.96,Low
88.88,High
38.41,Medium
37.75,Medium
68.68,Medium
22.02,Low
73.01,High
97.32,High
44.9,Medium
46.91,Medium
43.15,Medium
32.54,Low
76.74,High
100,High
73.07,High
,Medium
54.78,Medium
53.6,Medium
42.73,Medium
99.19,High
25.05,Low
74.38,High
57,
58.59,Medium
100,High
78.1,High
23.13,Low
24.45,Low
72.46,High
74.89,High
93.59,High
31.42,Low
96.62,High
33.15,Low
98.1,High
91.33,High
35.38,Medium
44.66,Medium
28.56,Low
21.4,Low
21.08,Low
51.53,Medium
38.67,Medium
67.9,Medium
62.46,Medium
100,High
71,High
41.06,Medium
70.31,High
28.87,Low
27.7,Low
5.52,Low
39.68,Medium
48.34,Medium
79.5,High
72.3,High
39.79,Medium
41.78,Medium
4.84,Low
96.76,High
69.88,Medium
50.23,Medium
33.2,Low
31.49,
44.01,Medium
32.91,Low
75.28,High
35.23,Medium
57.4,Medium
64.84,Medium
52.05,
67.45,Medium
29.96,Low
70.94,High
68.23,Medium
61.59,Medium
44.16,Medium
58.18,Medium
83.42,High
23.51,Low
55.26,Medium
71.72,High
98.48,High
82.06,High
69.44,Medium
76.71,High
64.43,Medium
16.88,Low
74.08,High
66.06,Medium
90.03,High
88.7,High
15.52,Low
65.33,Medium
43.71,Medium
90.44,High
56.75,Medium
27.72,Low
4.41,Low
12.04,Low
95.79,High
32.61,Low
64.95,Medium
0,Low
41.77,Medium
58.2,Medium
,Medium
53.73,Medium
,Medium
38.75,
70.61,High
30.95,Low
49.52,Medium
100,High
29.78,Low
,Medium
42.89,Medium
91.09,High
36.77,Medium
34.86,Low
56.4,Medium
18.36,Low
49.53,Medium
59.22,Medium
32.95,Low
85.95,High
68.23,Medium
45.15,Medium
58.27,Medium
42.9,Medium
53.75,Medium
51.72,Medium
33,Low
66.53,Medium
69.95,Medium
4.98,Low
86.92,High
69.04,Medium
34.85,Low
100,High
63.13,Medium
27.63,Low
70.18,High
37.71,Medium
70.06,High
62.49,Medium
47.14,Medium
30.37,Low
57.72,Medium
63.79,Medium
,Medium
50.34,Medium
6.36,Low
82.37,High
37.22,Medium
59.47,Medium
52,Medium
64.55,Medium
60.21,Medium
45.84,Medium
33.9,Low
77.59,High
15.03,Low
99.35,High
65.97,Medium
100,High
49.23,Medium
77.77,High
46.09,
46.72,Medium
84.09,High
35.4,Medium
38.46,Medium
74.07,High
66.27,Medium
0,Low
27.02,Low
64.27,Medium
45.13,Medium
52.66,Medium
67.82,Medium
28.07,Low
27.18,Low
61.54,Medium
46.91,Medium
52.62,Medium
43.07,Medium
38.25,Medium
63.21,Medium
35.38,Medium
32.26,Low
12.92,Low
69.3,Medium
20.48,Low
30.25,Low
64.67,Medium
40.5,Medium
52.1,Medium
80.95,High
61.98,Medium
42.47,Medium
0.06,Low
36.74,Medium
55.35,Medium
70.56,High
65.53,Medium
0,Low
89.84,High
72.71,High
33.45,Low
31.46,Low
46.82,Medium
73.86,High
46.81,Medium
80.3,High
11.49,Low
88.53,High
86.48,High
47.71,Medium
56.45,Medium
43.49,Medium
29.17,Low
67.18,Medium
52.8,Medium
27.49,Low
68.71,Medium
41.94,Medium
83.76,High
58.83,Medium
56.47,Medium
38.51,Medium
29.91,Low
63.68,Medium
77.82,High
100,High
51.68,Medium
11.06,Low
29.4,Low
59.44,Medium
67.02,Medium
79.15,High
34.39,Low
72.34,High
46.99,Medium
54.95,Medium
55.19,Medium
34.05,Low
84.93,High
75.52,High
72.22,High
100,High
83.56,High
32.31,Low
80.73,High
45.95,Medium
49.05,Medium
39.65,Medium
81.16,High
83.89,High
46.03,Medium
61.08,Medium
71.38,High
87.55,High
24.06,Low
41.83,Medium
39.79,Medium
42.02,Medium
94.84,High
35.17,Medium
88.6,High
38.05,Medium
67.79,Medium
70.5,High
35.35,Medium
90.79,High
63.32,Medium
74.16,High
31.71,Low
66.52,Medium
10.46,Low
22.54,Low
54.85,Medium
71.19,High
58.65,Medium
57.55,Medium
87.4,High
70.17,High
57.59,Medium
58.06,Medium
45.01,Medium
53.54,Medium
46.32,Medium
56.46,Medium
61.29,Medium
64.65,Medium
97.32,High
64.26,Medium
45.07,Medium
75.49,High
77.99,High
0.76,Low
26.69,Low
37.17,Medium
59.55,Medium
62.27,Medium
63.77,Medium
12.19,Low
48.13,Medium
67.1,Medium
57.49,Medium
46.83,Medium
84.72,High
48.89,Medium
36.51,Medium
71.62,High
38.53,Medium
72.03,High
60.95,Medium
84.27,High
39.2,Medium
83.79,High
63.9,Medium
31.66,Low
73.88,High
44.09,Medium
47.75,Medium
92.44,High
35.95,Medium
37.42,Medium
24.92,Low
55.95,Medium
98.96,High
44.13,Medium
13.62,Low
76.56,High
70.75,High
14.88,Low
73.93,
55.57,Medium
59.59,Medium
83.46,High
60.1,Medium
55.28,Medium
20.1,Low
22.25,Low
27.01,Low
44.63,Medium
64.8,Medium
19.84,
34.61,Low
25.57,Low
60.52,Medium
81.11,High
77.79,High
80.94,High
73.4,High
47.38,Medium
44.01,Medium
48.02,Medium
54.36,Medium
18.5,Low
64.67,Medium
30.43,Low
53.81,Medium
89.61,High
20.47,Low
44.73,Medium
51.97,Medium
70.18,High
38.54,Medium
53.79,Medium
65.01,Medium
35.19,Medium
17.43,Low
43.36,Medium
51.92,Medium
31.48,Low
58.54,Medium
13.62,Low
72.62,High
41.05,Medium
38.68,Medium
15.97,Low
85.26,High
77.15,High
14.56,Low
60.06,Medium
61.18,Medium
45.22,Medium
66.03,Medium
28.07,Low
47.58,Medium
53.15,Medium
41.14,Medium
51.53,Medium
34.42,Low
59.03,Medium
20.62,Low
48.36,Medium
52.7,Medium
79.55,High
76.54,High
21.67,Low
26.71,Low
12.69,Low
38.5,Medium
87.66,High
0,Low
46.87,Medium
84.07,High
52.42,Medium
41.62,Medium
58.14,Medium
72.19,High
46.58,Medium
89.55,High
43.08,Medium
53.25,Medium
59.65,Medium
100,High
64.58,Medium
71.36,
43.93,Medium
31.74,Low
15.98,Low
3.65,Low
43.4,Medium
21.59,Low
22.86,Low
98.34,High
32.07,Low
43.5,Medium
25.71,Low
73.04,High
9.02,Low
100,High
45.05,Medium
46.83,Medium
21.99,Low
88.13,High
64.79,Medium
50.25,Medium
23.43,Low
83.83,High
65.82,Medium
67.59,Medium
,Medium
62.17,Medium
88.29,High
72.94,High
31.59,Low
29.47,Low
56.45,Medium
48.9,Medium
88.63,High
29.44,Low
82.84,High
57.14,Medium
62.74,Medium
100,High
57.74,Medium
78.14,High
51.86,Medium
100,High
30.98,Low
75.44,High
35.66,Medium
68.89,Medium
69.8,Medium
35.8,Medium
67.95,Medium
,Medium
79.68,High
40.28,Medium
31.13,Low
14.86,
27.57,Low
81.47,High
69.06,
50.95,Medium
75.18,High
48.51,Medium
18.52,Low
78.72,High
73.07,High
31.29,Low
68.97,Medium
29.78,Low
32.49,Low
6.65,Low
34.25,Low
77.51,High
12.5,Low
28.56,Low
76.03,High
84.11,High
73.75,High
78.54,High
47.97,
59.14,Medium
56.34,Medium
10.49,Low
57.09,Medium
52.67,Medium
71.52,High
19.94,Low
61.88,Medium
66.32,Medium
,Medium
44.98,Medium
67.29,Medium
76.75,High
43.52,Medium
100,High
49.2,Medium
51.24,Medium
1.73,Low
75.1,High
68.76,Medium
53.11,Medium
